,componentType,componentProps/sx/maxWidth,id,componentProps/sx/py,componentProps/sx/px,componentProps/sx/borderRadius,componentProps/sx/textAlign,componentProps/sx/width,componentProps/sx/padding,componentProps/sx/bgcolor,componentProps/sx/display,componentProps/sx/justifyContent,componentProps/sx/alignItems,componentProps/sx/boxShadow,componentProps/elevation,componentProps/sx/p,componentProps/sx/height,componentProps/sx/boxSizing,componentProps/sx/marginBottom,componentProps/sx/marginTop,componentProps/sx/margin,componentProps/sx/borderLeft,componentProps/raised,componentProps/sx/border,componentProps/sx/cursor,componentProps/sx/mt,componentProps/sx/minWidth,componentProps/sx/m,componentProps/sx/minHeight,componentProps/sx/borderTop,componentProps/sx/backgroundColor,componentProps/variant,componentProps/sx/marginLeft,componentProps/sx/my,componentProps/sx/color,componentProps/sx/flexDirection,componentProps/sx/gap,componentProps/sx/flexWrap,componentProps/sx/fontFamily,componentProps/sx/fontWeight,componentProps/sx/flexGrow,componentProps/sx/mx,componentProps/sx/pl,componentProps/sx/pt,componentProps/sx/pr,componentProps/sx/mb,componentProps/sx/ml,componentProps/sx/position,componentProps/sx/pb,componentProps/sx/overflowY,componentProps/sx/mr,componentProps/sx/background,componentProps/sx/zIndex,componentProps/dense,componentProps/sx/overflow,componentProps/sx/paddingBottom,componentProps/sx/top,componentProps/sx/right,componentProps/component,componentProps/defaultChecked,componentProps/disabled,componentProps/className,componentProps/checked,componentProps/required,componentProps/size,componentProps/label,componentProps/color,componentProps/sx/fontSize,componentProps/sx/& .MuiSwitch-switchBase/&.Mui-checked/color,componentProps/sx/& .MuiSwitch-switchBase/&.Mui-checked/& + .MuiSwitch-track/backgroundColor,componentProps/sx/textTransform,componentProps/disableElevation,componentProps/align,componentProps/sx/borderColor,componentProps/sx/&:hover/bgcolor,componentProps/fullWidth,componentProps/sx/bgColor,componentProps/sx/marginRight,componentProps/sx/&:hover /bgcolor,componentProps/sx/&:hover /color,componentProps/varaiant,componentProps/sx/dsplay,componentProps/startIcon/key,componentProps/startIcon/ref,componentProps/startIcon/_owner,componentProps/sx/letterSpacing,componentProps/sx/& .MuiButton-startIcon/verticalAlign,componentProps/sx/& .MuiButton-startIcon/mr,componentProps/sx/& .MuiButton-startIcon/mb,componentProps/m,componentProps/sx/&:hover/color,componentProps/sx/paddingTop,componentProps/sx/fontweight,componentProps/sx/alignitems,componentProps/sx/paddingInline,componentProps/sx/paddingBlock,componentProps/varient,componentProps/variat,componentProps/sx/diaplay,componentProps/sx/left,componentProps/sx/textDecoration,componentProps/varaint,componentProps/sx/widh,componentProps/p,componentProps/sx/bottom,componentProps/sx/& .css-1d6wzja-MuiButton-startIcon>*:nth-of-type(1)/fontSize,componentProps/style/width,componentProps/style/height,componentProps/style/textTransform,componentProps/style/fontSize,componentProps/sx/dosplay,componentProps/sx/diaplsy,componentProps/sx/&:hover/backgroundColor,componentProps/mt,componentProps/sx/paddingRight,componentProps/sx/spacing,componentProps/sx/borderBottom,componentProps/sx/wordWrap,componentProps/px,componentProps/height,componentProps/mb,componentProps/sx/borderTopLeftRadius,componentProps/sx/borderBottomLeftRadius,componentProps/completed,componentProps/active,componentProps/error,componentProps/icon,componentProps/fontSize,componentProps/sx/verticalAlign,componentProps/sx/transform,componentProps/fontWeight,componentProps/sx/marginInline,componentProps/sx/stroke,componentProps/sx/strokeWidth,componentProps/sx/opacity,componentProps/ml,componentProps/mr,componentProps/marginRight,componentProps/bgcolor,componentProps/indicator,componentProps/selected,componentProps/textColor,componentProps/value,componentProps/indeterminate,componentProps/edge,componentProps/tabIndex,componentProps/inputProps/aria-labelledby,componentProps/labe,componentProps/name,componentProps/inputProps/aria-label,componentProps/default
10394,Icon,,hpAa1nbOb80F7ctRvUUvS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#800080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10395,Icon,,w7Z4nQm_K04t-cJQfK-Gj,,,6px,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,#fff,,,,,,,,,,,,,,,,,#002884,,,,,,,,,,,,,,,,24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396,Icon,,AtwHyvu9iW5TVJdNVVjmC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#596C56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10397,Icon,,sC_9Wa84Iqh56vsC56Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DC143C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10398,Icon,,Cooijf9oy7VvxKhfkpBTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#0000C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10399,Icon,,1v6kDDk7qKjRotqcRjHNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8B5A00,,,,,,,,,,,,,,,,5px,,,,,,,,,,,,,,,,,37px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10400,Icon,,zhMLM4BhpK0n9dRNRYcaE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#871F78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,
10401,Icon,,BM-INKj6H8PalTpvCoqC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3A3A38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402,Icon,,Z70iQPZHGsQjxNB6cbn0P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4B0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403,Icon,,MlKDPAW7bkkD08E6zceXJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#23238E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404,Icon,,W2cs9n5jO9ZeS3SaPiB8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8e99a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405,Icon,,XxtCDnkQCHq6yxpIcAA9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8B1C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warning,38px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,
10406,Icon,,74VEP9EgvU7F9TN9Fcirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407,Icon,,nWG1bfEXshqHE-tP5wp2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2F4F4F,,,,,,,,,,,,,,,,,,,,,,,,,,,<Placeholder>,,,,,,20px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408,Icon,,hzipuIOcSisEdJ5-HtMGJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#46d090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409,Icon,,5yWywajP7Pz4PFeN40K0o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2E473B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410,Icon,,EmE-e9GV6V-hwQqIiFzFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#9B8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411,Icon,,XZ6N1qwhMnpmIkCc3kvo8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#422C2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10412,Icon,,_-F-GNA8WoEX005Zz0OUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#9B8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10413,Icon,,WjBd04HF0lGRwkk7lmPrh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2E0854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10414,Icon,,xPZnS8kICy_tZALnc0F-d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#353F3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10415,Icon,,9md-nHml3NUdc6JCn3hGJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2B4F81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10416,Icon,,Uo7oDAm63OWH8c7YAbI_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#777,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,30px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10417,Icon,,ESkxBnnXJM8NT2r8RGrAl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8B3A3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10418,Icon,,1heYJoR5g-41BUKLUNFwv,0.5rem,,50%,,2.5rem,,,,,,,,,,,,,,,,,,,,,,,#fff,,,0.6rem,#42526C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,28px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10419,Icon,,qbBPH2Q-9bxxcHbZ1Jnk-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#0f80e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420,Icon,,-e421XeKvus14_kdzv7-r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#26466D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10421,Icon,,2IT2QpPq-Xa3fwcKOmFY8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3A3A38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422,Icon,,bXEK7_zfkThbNCQoDITd-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#394046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10423,Icon,,uEP7KMa-1D8AAAOvBb8eR,,,,,10px,,,,,,,,,10px,,,,,,,,,,,,,,,,,,#104E8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10424,Icon,,K9WcXDtGRCowMxO0bN0Lq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ffffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,Icon,,9xvF4uybxE9sSK0toafFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ffffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,Icon,,XHNEyg8aSrcaH044xMNsC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#cacad3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10427,Icon,,OvvQ4c3AF77DnEBWc1YVz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#00688B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428,Icon,,xkFjJRMZlvchcYjU9ir-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#75ADE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10429,Icon,,1lE5AHS2rCvydRlrNHAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10430,Icon,,FPe8rpQB83xYnCan9d-3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#551033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10431,Icon,,uAaUR6mlGA51xKIFQBziZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#871F78,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,20px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,Icon,,j4IHGPZlR-C_clVfDY9V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8E>2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433,Icon,,XOiuX1cdPK6Uuse1EGEPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#603311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434,Icon,,aO57miVO3lIjb5hGmcO1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#003300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,
10435,Icon,,U3LINVbzgrlNJmyDke6yU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2E473B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10436,Icon,,pi5fWbx3PNR-IR4j0LvDf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#162252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437,Icon,,K8NeLaqwVycMoPkUtRT5t,,,,,,,,,,,,,,,,,,,,,,,15px,,,,,,,,,#F8171B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438,Icon,,k7absOUzOZGvQbzvU8y6Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#b94c31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10439,Icon,,t4DdpUj68q8jCO6FENKSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#476A34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,Icon,,x_a_vTGjixgmoKVg_R8Ks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#302B54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,Icon,,V-81hlTI71Z4zFstaCCzV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#458B00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,20px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10442,Icon,,htjRsQzuWPMUO88yXZSga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DC143C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,Icon,,YgkBcOmhTo6DdUhxh5zmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#6b63c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,Icon,,nHDjqd_npvSM2mH2ApqJ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#362819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,
10445,Icon,,cYpI7OLgaqbkuBNpKFYFn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#213D30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446,Icon,,9FTn6kMCXHOrFH-iUwDxq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#292421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,Icon,,dYl3V6a1ywTMwgDTXZm6r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#003EFF,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,15px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inherit,,,,,,,,,,,,,,,,,,,,,,,
10448,Icon,,IFhPP-4TMqIMIbz8wI153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4F2F4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,Icon,,d_EwG0I28EbpDq7rnEMj1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#d2d6de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10450,Icon,,HGbaMtcQY5txYihI2CrGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#35586C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,
10451,Icon,,UffrjbU94oOoc05SouAdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10452,Icon,,AetSuNOoNzLHYN87UpvFv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#422C2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,Icon,,35mVBL5y-lpvBPiBWasDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#104E8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10454,Icon,,Sj7P5lUHrcupH1Z_YiLOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#551033,,,,,,,,,,,,,,,,10px,,,,,,,,,,,,,,,,,32px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455,Icon,,6gCvT-1L-kayVDE0KECzv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#104E8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10456,Icon,,RRkjmEWkbuftoz-kqVxhO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#9B8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10457,Icon,,12FezwWpJdJAWiTG0G1Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ccc,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,38px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10458,Icon,,Mdw_AigtmX0AMJu19YAU-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ffffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
